Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
04,Dhaka,0401,Gopalganj,040102,Muksudpur,8,"Jalirpar, UH&FWC",16,16,16,16,10,16,16,110,86,7,7,2,2,5,3,15,2,259,233,182,204,56,259,136,237,239,1,10,6,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,9,"Kasalia, UH&FWC",0,0,0,0,0,0,4,73,49,14,0,0,0,0,0,2,0,152,152,84,146,30,152,99,152,152,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,10,"Khandarpar, UH&FWC",0,0,0,0,0,4,7,7,9,1,0,0,0,0,0,0,0,126,149,122,55,46,157,108,53,171,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,11,"Maharajpur, UH&FWC",0,0,0,0,0,0,0,16,29,3,0,0,0,0,1,0,0,208,208,169,83,5,227,113,72,190,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,12,"Mochna, UH&FWC",4,4,4,4,0,4,4,9,14,0,0,0,0,0,0,0,0,436,423,84,419,110,419,412,394,254,0,39,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,13,"Nanikshir, UH&FWC",3,3,3,3,0,3,5,34,51,0,0,0,0,0,1,0,0,220,218,194,132,12,217,86,42,194,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,14,"Pasrgati, UH&FWC",7,7,7,2,0,7,9,3,5,0,0,0,0,0,0,0,0,244,270,140,24,42,254,232,199,274,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,15,"Raghdi, UH&FWC",7,7,7,7,0,8,12,27,27,9,0,0,0,0,0,0,0,224,224,231,192,111,179,162,172,189,6,81,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,16,"Pouroshova, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,309,145,0,0,302,302,321,286,0,0,2,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040102,Muksudpur,17,"Ujani, UH&FWC",0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,195,195,36,190,27,195,195,195,117,0,19,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,1,"Barni, UH&FWC",3,3,3,3,0,3,3,3,2,0,0,0,0,0,5,0,0,191,102,164,12,35,138,10,18,142,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,2,"Dumuria, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,523,510,523,406,523,497,462,437,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,3,"Gopalpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,212,209,115,17,20,89,9,6,34,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,4,"Kushli, UH&FWC",41,41,41,41,0,41,39,22,20,5,15,0,0,0,18,0,0,253,223,74,106,0,368,55,105,167,0,13,8,7,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,5,"Patgati, Sadar Clinic",2,2,2,2,0,5,3,5,7,2,0,0,0,2,13,4,0,87,99,112,55,34,113,101,85,121,0,3,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040103,Tungipara,6,"Patgati 10 bed, Tungipara, MCWC",24,24,24,24,0,44,34,21,18,0,0,0,0,0,47,30,0,122,108,168,101,8,127,104,93,133,18,49,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,1,"Kotalipara, MCH-FP Unit",0,0,0,0,0,0,0,25,42,0,0,0,0,0,0,0,0,167,182,107,137,55,205,54,39,209,15,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,2,"Amtali, UH&FWC",0,0,0,0,0,0,1,102,129,0,0,0,0,0,1,0,0,317,277,75,0,0,390,0,0,352,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,3,"Bandhabari, UH&FWC",0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,100,110,110,110,110,110,109,110,100,0,77,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,4,"Ghagar, Sadar Clinic",0,0,0,0,0,0,1,17,42,0,0,0,0,0,0,0,0,132,151,73,100,33,168,31,30,174,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,5,"Hiran, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,16,99,7,0,8,5,3,45,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,6,"Kalabari, UH&FWC",5,5,5,5,0,5,5,0,1,0,0,0,0,0,0,0,0,350,357,201,183,0,300,38,31,256,0,220,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,7,"Kandi, UH&FWC",8,8,8,8,1,8,8,10,15,0,1,0,0,0,0,5,0,146,146,96,146,24,146,146,146,146,0,31,0,1,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,8,"Kushla, UH&FWC",2,2,2,2,0,2,2,0,3,3,0,0,0,0,8,4,0,13,0,124,0,0,0,0,10,49,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,9,"Pinjuri, UH&FWC",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,197,197,56,52,7,57,32,32,32,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,10,"Radhaganj, UH&FWC",1,1,1,1,0,1,1,8,6,0,0,0,0,0,2,5,1,188,206,206,206,206,206,206,206,186,0,25,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,11,"Ramshil, Rural Dispensary(RD)",0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,1,0,137,139,69,88,25,147,45,19,170,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,12,"Sadullapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,27,32,27,47,12,11,29,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,13,"Guyagram, UH&FWC",3,3,3,3,0,3,3,2,10,0,0,0,0,0,0,2,2,101,125,134,136,125,122,137,127,120,15,83,3,1,0,0,0,0
04,Dhaka,0401,Gopalganj,040104,Kotalipara,14,"Kotalipara, MCWC",45,45,45,45,0,45,45,35,52,0,2,0,0,0,0,0,0,410,334,311,134,132,364,160,193,441,0,21,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,1,"Kasiani, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,75,58,79,12,75,67,61,79,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,2,"Bethuri, Rural Dispensary(RD)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,44,44,44,0,43,43,43,40,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,3,"Fukura, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,10,15,0,0,5,30,0,0,15,15,15,15,0,15,15,11,9,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,4,"Hatiara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,5,"Kashiani, Sadar Clinic",0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,165,161,93,129,15,188,151,158,129,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,6,"Maheshpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,7,"Mamudpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,22,10,10,18,11,18,12,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,8,"Nijamkandi, UH&FWC",27,27,27,27,1,29,29,21,13,9,1,0,0,1,0,0,9,287,285,115,239,22,218,234,217,172,35,0,1,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,9,"Orakandi, UH&FWC",16,16,16,16,0,16,16,10,7,0,0,0,0,0,0,0,0,264,264,264,244,22,264,264,264,222,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,10,"Parulia, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,12,10,7,20,9,18,10,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,11,"Pulsur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,42,73,5,71,74,76,57,2,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,12,"Rajpat, Rural Dispensary(RD)",0,0,0,0,0,7,17,17,12,3,0,0,0,0,0,2,2,26,28,29,23,5,26,26,26,23,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,13,"Ratail, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,14,"Sajail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,189,168,139,133,8,178,129,161,161,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,15,"Singa, UH&FWC",12,12,11,12,0,14,26,29,24,7,2,0,0,0,0,0,3,40,41,53,42,2,38,45,45,38,5,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,16,"Ramdiya, Kashiani, MCWC",88,88,88,88,0,88,93,84,43,4,3,0,0,0,0,0,0,114,114,114,114,0,114,114,104,102,0,0,0,0,0,0,0,0
04,Dhaka,0401,Gopalganj,040105,Kasiani,17,"Rajpat, Kasiani, MCWC",21,21,21,21,0,21,24,23,21,3,0,0,0,0,0,7,2,52,36,46,27,6,37,27,30,32,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,1,"Rajoir, MCH-FP Unit",19,19,19,19,0,19,19,31,41,0,0,0,0,0,6,0,0,11,10,11,0,0,138,0,0,125,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,2,"Amgram, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,24,0,37,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,3,"Badarpasha, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,59,0,0,0,0,0,59,0,48,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,4,"Bajitpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,30,30,30,30,0,30,30,30,20,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,5,"Hossainpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,100,28,0,28,22,12,128,0,42,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,6,"Isibpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,29,0,31,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,7,"Kabirajpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,25,25,0,25,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,8,"Kadambari, UH&FWC",3,3,3,3,0,4,3,3,7,0,0,0,0,0,12,0,0,119,119,112,119,0,119,119,119,102,0,4,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,9,"Khalia, Rural Dispensary(RD)",0,0,0,0,0,0,1,9,49,0,0,0,0,0,10,0,0,154,154,154,154,0,154,154,180,91,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,10,"Paik Para, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,66,63,19,2,95,0,0,84,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,11,"Rajoir, Sadar Clinic",2,2,2,2,0,2,0,28,30,0,0,0,0,0,0,0,0,30,0,98,0,0,98,30,0,140,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,12,"Horidasdi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,52,4,0,0,0,0,52,0,24,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,13,"Mohendradi, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040201,Rajoir,14,"Nayanagar, MCWC",20,18,20,20,0,20,13,7,17,0,0,0,0,0,0,0,0,33,20,34,0,0,10,0,0,40,8,42,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,1,"Alinagar, UH&FWC",10,10,10,10,0,10,10,10,1,0,0,0,0,0,6,0,0,160,168,428,216,224,1034,102,45,162,0,196,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,2,"Banshgari, UH&FWC",242,220,242,241,7,242,32,206,74,34,79,12,0,5,0,0,25,253,267,92,150,28,280,267,267,267,2,5,3,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,3,"Enayetnagar, UH&FWC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,70,30,42,22,62,32,40,40,2,9,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,4,"Kalkini Pouroshova, Sadar Clinic",0,0,0,0,0,0,0,4,47,5,0,0,0,0,20,0,0,308,308,186,161,50,311,0,20,311,20,266,4,2,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,5,"Kayaria, UH&FWC",55,53,55,55,0,55,55,42,24,2,1,0,0,0,2,6,0,279,272,96,271,16,271,164,228,248,30,24,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,6,"Lakshmipur, UH&FWC",0,0,0,0,0,0,0,36,53,0,0,0,0,0,0,0,0,214,214,134,214,53,214,194,214,214,5,26,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,7,"Ramjanpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,8,"Shebrampur, Rural Dispensary(RD)",0,0,0,0,0,0,1,15,15,0,0,0,0,1,0,1,0,191,138,43,178,3,184,83,116,165,0,5,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,9,"Shikar mangal, UH&FWC",154,139,154,154,2,154,154,101,139,63,33,2,0,7,0,0,0,365,361,261,365,269,345,365,365,358,0,165,19,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,10,"Shidikhan, UH&FWC",0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,58,61,116,63,48,220,16,2,45,0,45,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,11,"East Enayetnagar, UH&FWC",0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,60,61,64,10,10,67,0,0,44,0,36,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040202,Kalkini,12,"Shahebrampur, MCWC",0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,198,139,35,196,3,200,94,104,198,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,1,"Shibchar Pourashova, MCH-FP Unit",4,4,4,4,0,4,5,9,3,0,0,0,0,0,1,0,0,100,80,45,62,50,99,56,52,112,0,37,0,0,0,2,0,2
04,Dhaka,0402,Madaripur,040203,Shibchar,2,"Bandarkhola, Rural Dispensary(RD)",2,2,2,2,0,2,15,6,4,0,0,0,0,0,0,0,15,130,105,45,87,37,130,90,110,95,0,12,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,3,"Banshkandi, UH&FWC",41,41,41,41,0,41,18,23,9,5,8,0,0,0,0,0,0,103,66,52,121,50,139,38,13,154,0,7,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,4,"Boheratala Uttar, UH&FWC",0,0,0,0,0,0,25,34,41,0,0,0,0,0,0,9,9,665,604,70,447,96,638,511,444,501,0,904,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,5,"Bhadrasan, UH&FWC",2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,390,140,250,80,0,420,130,70,490,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,6,"Bhandarikandi, UH&FWC",0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,13,49,39,100,38,107,0,5,37,0,3,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,7,"Char Janajat, UH&FWC",0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,25,98,48,117,35,127,127,119,115,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,8,"Datta Para, Rural Dispensary(RD)",4,4,4,4,1,4,3,1,0,1,1,0,1,3,0,5,2,121,120,56,88,14,146,12,33,61,13,55,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,9,"Ditiyakhanda, UH&FWC",0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,210,255,252,109,66,131,146,25,177,0,9,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,10,"Kadirpur, UH&FWC",48,48,48,48,0,48,53,43,32,0,0,0,0,0,5,0,0,241,198,255,129,111,141,49,19,257,0,2,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,11,"Kanthalbari, UH&FWC",60,60,60,60,0,60,62,65,75,0,0,0,0,0,6,0,0,92,251,82,263,72,282,281,281,281,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,12,"Kutubpur, UH&FWC",14,14,14,14,0,14,33,20,11,0,0,0,0,0,2,0,0,364,310,138,299,65,349,151,353,349,0,21,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,13,"Matbarer, UH&FWC",0,0,0,0,0,0,3,1,45,6,0,0,0,0,9,0,0,57,131,66,172,47,182,182,182,157,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,14,"Nilakhi, Rural Dispensary(RD)",35,35,35,35,1,35,31,16,35,0,0,0,0,0,6,0,0,819,764,158,394,0,865,190,320,565,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,15,"Panch Char, UH&FWC",0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,2,0,130,114,118,78,33,87,93,16,102,0,5,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,16,"Sannyasir Char, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,93,91,43,100,30,90,70,60,125,0,25,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,17,"Shibchar Pourashova, UH&FWC",18,18,17,17,0,18,14,7,5,0,0,0,0,0,7,0,0,214,169,84,204,44,234,134,159,319,0,67,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,18,"Siruail, UH&FWC",0,0,0,0,0,2,2,5,4,0,0,0,0,0,0,0,0,333,313,99,150,72,310,120,87,281,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,19,"Umedpur, UH&FWC",8,8,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,605,281,405,10,0,560,0,35,805,0,2,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,20,"Sadar Clinic, Sadar Clinic",10,10,10,9,0,10,2,5,0,0,0,0,0,0,3,4,0,78,83,98,88,71,88,66,56,115,0,90,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,21,"Bohertala Dakshin, UH&FWC",0,0,0,0,0,0,20,29,31,0,0,0,0,0,0,1,1,476,413,71,348,81,462,374,334,338,0,715,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,22,"Bhandarikandi Bir Muktijoddha Liakot Hossain, MCWC",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,34,63,39,44,16,81,32,18,44,0,10,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,23,"Datta Para Chowdhury Fatema Begum, MCWC",2,2,2,2,0,2,4,4,1,0,0,0,0,0,0,0,0,96,96,74,85,8,136,55,30,88,0,57,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040203,Shibchar,24,"Bohertala Dakshin Hazi Abul Kashem Ukil, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,36,17,3,5,25,26,0,80,0,6,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,1,"Bahadurpur, UH&FWC",0,0,0,0,0,8,3,3,3,0,0,0,0,0,0,3,3,125,120,52,137,10,155,62,80,111,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,2,"Chilar Char, UH&FWC",15,15,15,15,0,15,14,0,168,30,0,0,0,0,0,0,0,715,615,335,550,0,645,540,627,750,0,0,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,3,"Dhurail, UH&FWC",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,365,252,164,149,49,392,124,92,138,5,8,1,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,4,"Dudkhali, UH&FWC",24,24,24,24,0,93,35,33,53,13,24,0,0,0,6,18,14,423,423,84,405,71,427,0,0,208,0,33,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,5,"Ghatmajhi, UH&FWC",19,19,19,19,0,21,29,30,29,10,0,0,0,0,5,4,24,168,179,74,123,35,255,102,67,210,0,30,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,6,"Jhaudi, UH&FWC",1,1,1,1,0,1,4,26,66,4,0,0,0,0,0,24,25,425,343,120,214,53,469,181,230,523,66,107,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,7,"Kalikapur, UH&FWC",0,0,0,0,0,1,1,0,35,0,0,0,0,0,0,0,0,168,176,145,171,34,176,166,156,169,0,41,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,8,"Kendua, UH&FWC",0,0,0,0,0,0,1,2,77,12,0,0,0,0,0,0,0,428,428,117,428,190,416,428,428,428,2,9,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,9,"Khoajpur, UH&FWC",28,8,26,26,0,28,43,78,39,16,2,0,0,0,0,2,0,187,187,103,162,21,187,181,175,163,10,35,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,10,"Kunia, UH&FWC",3,3,3,3,0,3,2,1,15,2,0,0,0,0,0,0,0,179,183,55,159,33,180,165,155,154,0,36,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,11,"Mustafapur, UH&FWC",334,190,334,334,0,334,261,292,402,164,122,0,1,6,10,210,72,979,972,173,557,311,1430,310,100,1683,50,332,63,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,12,"Panchkhola, UH&FWC",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,377,362,255,339,34,361,376,376,309,0,113,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,13,"Pearpur, UH&FWC",25,20,25,25,0,25,21,9,61,1,2,0,0,0,0,0,0,290,310,144,345,19,305,324,324,264,0,1,2,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,14,"Rasti, UH&FWC",0,0,0,0,0,0,0,16,12,0,3,0,0,0,0,0,6,108,126,107,110,118,105,97,125,119,25,161,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,15,"Sirkhara, UH&FWC",0,0,0,0,0,11,5,5,14,1,0,0,0,0,0,2,2,133,134,47,125,43,132,0,2,76,3,12,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,16,"Powroshova, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,16,16,16,16,16,16,16,16,0,6,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,17,"Madaripur, MCWC",1151,1084,1151,1146,18,1151,193,291,214,79,46,4,2,17,5,32,38,563,479,192,448,316,1038,493,420,511,22,194,72,11,2,380,0,380
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,18,"Dhurail Luffon Nahah Aziz Memorial, MCWC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,139,75,73,46,22,99,37,42,50,6,18,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040204,Madaripur Sadar,19,"Panchkhola Sheikh Korimon Nessa, MCWC",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,144,141,108,116,37,144,144,141,109,0,41,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040205,Dasar,1,"Baligram, UH&FWC",43,43,43,43,0,43,48,99,149,2,8,0,0,1,10,0,0,469,469,327,417,176,469,469,469,469,0,76,0,0,0,0,0,0
04,Dhaka,0402,Madaripur,040205,Dasar,2,"Dasar, Rural Dispensary(RD)",12,12,12,12,0,12,3,10,25,0,0,0,0,0,0,12,0,6,44,17,9,0,38,18,31,43,0,31,0,0,0,0,0,0
